,PSTATABB,PNAME,SECTOR,CNTYNAME,LAT,LON,UTLSRVNM,BANAME,PLFUELCT,NAMEPCAP,PLNGENAN,PLCO2AN,PLGENACL,PLGENAOL,PLGENAGS,PLGENAHY,PLGENABM,PLGENAWI,PLGENASO,PLGENAGT,PLGENAOF,PLGENATN,PLGENATR
3584,MA,Brewster Landfill,IPP Non-CHP,Barnstable,41.745556,-70.103056,"Clean Focus Yield, LLC",ISO New England Inc.,SOLAR,1,1606,,0,0,0,0,0,0,1606,0,0,0,1606
3585,MA,Bridgewater Solar CSG,IPP Non-CHP,Plymouth,41.964116,-70.971931,MN8 Energy LLC,ISO New England Inc.,SOLAR,2.3,4199,,0,0,0,0,0,0,4199,0,0,0,4199
3586,MA,Brimfield,IPP Non-CHP,Hampden,42.117417,-72.223472,WEB Brimfield Solar LLC,ISO New England Inc.,SOLAR,1.9,3528,,0,0,0,0,0,0,3528,0,0,0,3528
3587,MA,Brockelman,IPP Non-CHP,Worcester,42.481389,-71.716944,"Integrys MA Solar, LLC",ISO New England Inc.,SOLAR,3,4687,,0,0,0,0,0,0,4687,0,0,0,4687
3588,MA,Brockelman Road Solar 2,IPP Non-CHP,Worcester,42.48392,-71.71081,"Brockelman Road Solar 2, LLC",ISO New England Inc.,SOLAR,3,2041,,0,0,0,0,0,0,2041,0,0,0,2041
3589,MA,Brook Street Solar 1 CSG,IPP Non-CHP,Plymouth,41.955897,-70.786125,"Brook Street Solar 1, LLC",ISO New England Inc.,SOLAR,5,5546,,0,0,0,0,0,0,5546,0,0,0,5546
3590,MA,Brookfield Solar 2013 LLC,IPP Non-CHP,Worcester,42.25609,-72.067877,CVI CleanCapital Solar 6,ISO New England Inc.,SOLAR,2,1622,,0,0,0,0,0,0,1622,0,0,0,1622
3591,MA,Brookwood Drive Community Solar,IPP Non-CHP,Bristol,41.59,-71.0942,AES Distributed Energy,ISO New England Inc.,SOLAR,8,3965,,0,0,0,0,0,0,4593,0,0,-628,4593
3592,MA,Browne Solar LLC,IPP Non-CHP,Hampden,42.200833,-72.322222,CVI CleanCapital Solar 1 LLC,ISO New England Inc.,SOLAR,1,1465,,0,0,0,0,0,0,1465,0,0,0,1465
3593,MA,Bullock Road Solar 1,IPP Non-CHP,Bristol,41.728936,-70.990453,"Bullock Road Solar 1, LLC",ISO New England Inc.,SOLAR,1.9,11985,,0,0,0,0,0,0,11985,0,0,0,11985
3594,MA,BWC Gibbs Brook,IPP Non-CHP,Plymouth,41.774864,-70.695934,"BWC Gibbs Brook, LLC",ISO New England Inc.,SOLAR,4,6446,,0,0,0,0,0,0,6446,0,0,0,6446
3595,MA,BWC Harlow Brook,IPP Non-CHP,Plymouth,41.782854,-70.690717,"BWC Harlow Brook, LLC",ISO New England Inc.,SOLAR,1.5,2162,,0,0,0,0,0,0,2162,0,0,0,2162
3596,MA,"BWC Lake Lashaway, LLC Hybrid",IPP Non-CHP,Worcester,42.24,-72.0555,AES Distributed Energy,ISO New England Inc.,SOLAR,7.9,9100,,0,0,0,0,0,0,9158,0,0,-58,9158
3597,MA,"BWC Muddy Brook, LLC Hybrid",IPP Non-CHP,Worcester,42.0966,-71.5054,AES Distributed Energy,ISO New England Inc.,SOLAR,1.9,1893,,0,0,0,0,0,0,1926,0,0,-33,1926
3598,MA,BWC Origination 18,IPP Non-CHP,Plymouth,41.679081,-70.836391,"BWC Origination 18, LLC",ISO New England Inc.,SOLAR,4.8,7978,,0,0,0,0,0,0,7978,0,0,0,7978
3599,MA,BWC Pocasset River,IPP Non-CHP,Plymouth,41.782181,-70.687728,"BWC Pocasset River, LLC",ISO New England Inc.,SOLAR,1.5,2314,,0,0,0,0,0,0,2314,0,0,0,2314
3600,MA,"BWC Stony Brook, LLC Hybrid",IPP Non-CHP,Middlesex,42.6375,-71.4036,AES Distributed Energy,ISO New England Inc.,SOLAR,2.3,1066,,0,0,0,0,0,0,1070,0,0,-4,1070
3601,MA,BWC Swan Pond River CSG,IPP Non-CHP,Bristol,41.795599,-71.226628,"BWC Swan Pond River, LLC",ISO New England Inc.,SOLAR,1.6,2311,,0,0,0,0,0,0,2311,0,0,0,2311
3602,MA,"BWC Wading River One, Two, Three CSG",IPP Non-CHP,Worcester,42.085278,-71.526667,Ameresco BWC Wading River LLC,ISO New England Inc.,SOLAR,3,5272,,0,0,0,0,0,0,5272,0,0,0,5272
3603,MA,BWC Wareham River,IPP Non-CHP,Plymouth,41.783733,-70.693242,"BWC Wareham River, LLC",ISO New England Inc.,SOLAR,1,1902,,0,0,0,0,0,0,1902,0,0,0,1902
3604,MA,Cabot,IPP Non-CHP,Franklin,42.5875,-72.5793,"FirstLight Power Resources, Inc. - MA",ISO New England Inc.,HYDRO,61.8,282372,,0,0,0,282372,0,0,0,0,0,0,282372
3605,MA,Cabot Holyoke,Electric Utility,Hampden,42.2,-72.61,City of Holyoke Gas and Electric Dept.,ISO New England Inc.,HYDRO,2.6,2479,,0,0,0,2479,0,0,0,0,0,0,2479
3606,MA,Camelot Wind LLC,IPP Non-CHP,Plymouth,41.925278,-70.64,Camelot Wind LLC,ISO New England Inc.,WIND,1.5,2501,,0,0,0,0,0,2501,0,0,0,0,2501
3607,MA,Canal Station,IPP Non-CHP,Barnstable,41.7694,-70.5097,Canal Generating LLC,ISO New England Inc.,GAS,1495,527623,409544.201,0,355753.031,171869.966,0,0,0,0,0,0,527622.997,0
3608,MA,Canton,IPP Non-CHP,Norfolk,42.145126,-71.130918,Captona Canton LLC,ISO New England Inc.,SOLAR,5,5505,,0,0,0,0,0,0,5505,0,0,0,5505
3609,MA,Carver,IPP Non-CHP,Plymouth,41.915338,-70.801648,Captona Carver LLC,ISO New England Inc.,SOLAR,1.5,2098,,0,0,0,0,0,0,2098,0,0,0,2098
3610,MA,Carver CSG,IPP Non-CHP,Plymouth,41.905958,-70.810468,"Altus Power America Management, LLC",ISO New England Inc.,SOLAR,2,3045,,0,0,0,0,0,0,3045,0,0,0,3045
3611,MA,Carver MA 1 Community Solar,IPP Non-CHP,Plymouth,41.942796,-70.76114,Navisun LLC,ISO New England Inc.,SOLAR,2,3032,,0,0,0,0,0,0,3032,0,0,0,3032
3612,MA,CED Chicopee Solar,IPP Non-CHP,Hampden,42.203921,-72.551031,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,3,5334,,0,0,0,0,0,0,5334,0,0,0,5334
3613,MA,CED Northampton Solar LLC Hybrid,IPP Non-CHP,Hampshire,42.3057,-72.71064,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,6.6,7198,,0,0,0,0,0,0,7198,0,0,0,7198
3614,MA,"CED Westfield Solar, LLC",IPP Non-CHP,Hampden,42.175625,-72.755181,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,2,3443,,0,0,0,0,0,0,3443,0,0,0,3443
3615,MA,Cedarville CSG,IPP Non-CHP,Plymouth,41.802697,-70.549809,"Altus Power America Management, LLC",ISO New England Inc.,SOLAR,2.5,4250,,0,0,0,0,0,0,4250,0,0,0,4250
3616,MA,Centaurus Solar - MA,IPP Non-CHP,Middlesex,42.253,-71.426,LSE Centaurus LLC,ISO New England Inc.,SOLAR,2.4,3574,,0,0,0,0,0,0,3574,0,0,0,3574
3617,MA,Centech Gas Generator,Electric Utility,Worcester,42.255386,-71.690509,Town of Shrewsbury - (MA),ISO New England Inc.,GAS,2.5,255,173.697,0,0,255,0,0,0,0,0,0,255,0
3618,MA,CES Agawam Tuckahoe Solar Hybrid,IPP Non-CHP,Hampden,42.059,-72.691,CES Agawam Tuckahoe Solar LLC,ISO New England Inc.,SOLAR,6.2,6695,,0,0,0,0,0,0,6695,0,0,0,6695
3619,MA,CES Sterling LLC,IPP Non-CHP,Worcester,42.441944,-71.722222,SunEdison LLC,ISO New England Inc.,SOLAR,2,3327,,0,0,0,0,0,0,3327,0,0,0,3327
3620,MA,Charlemont A,IPP Non-CHP,Franklin,42.642,-72.896,"Charlemont MA, LLC",ISO New England Inc.,SOLAR,5,3926,,0,0,0,0,0,0,3926,0,0,0,3926
3621,MA,Charlestown Wind Turbine,IPP Non-CHP,Suffolk,42.391389,-71.070833,MWRA Charlestown,ISO New England Inc.,WIND,1.5,1537,,0,0,0,0,0,1537,0,0,0,0,1537
3622,MA,Charlton Solar I CSG,IPP Non-CHP,Worcester,42.1275,-71.996389,"Charlton Solar I, LLC",ISO New England Inc.,SOLAR,4,5656,,0,0,0,0,0,0,5656,0,0,0,5656
3623,MA,Chatham Landfill,IPP Non-CHP,Barnstable,41.686111,-70.006111,"Clean Focus Yield, LLC",ISO New England Inc.,SOLAR,1.5,2310,,0,0,0,0,0,0,2310,0,0,0,2310
3624,MA,Chemical,Electric Utility,Hampden,42.1919,-72.6097,City of Holyoke Gas and Electric Dept.,ISO New England Inc.,HYDRO,1.6,3537,,0,0,0,3537,0,0,0,0,0,0,3537
3625,MA,Cherry Street,Electric Utility,Middlesex,42.388611,-71.56,Town of Hudson - (MA),ISO New England Inc.,GAS,17.3,644,456.335,0,241.125,402.875,0,0,0,0,0,0,644,0
3626,MA,"Cherry Valley Solar, LLC CSG",IPP Non-CHP,Worcester,42.229961,-71.891545,"38 Degrees North, LLC",ISO New England Inc.,SOLAR,1,1632,,0,0,0,0,0,0,1632,0,0,0,1632
3627,MA,Chester Solar Farm,IPP Non-CHP,Hampden,42.312,-72.949,Kearsarge Solar LLC,ISO New England Inc.,SOLAR,4.8,7274,,0,0,0,0,0,0,7274,0,0,0,7274
3628,MA,Chicopee,IPP Non-CHP,Hampden,42.181057,-72.510712,Captona Chicopee LLC,ISO New England Inc.,SOLAR,2,2668,,0,0,0,0,0,0,2668,0,0,0,2668
3629,MA,Chicopee Granby Road Solar,IPP Non-CHP,Hampden,42.158056,-72.595833,Citizens Enterprises Corporation,ISO New England Inc.,SOLAR,1.6,2667,,0,0,0,0,0,0,2667,0,0,0,2667
3630,MA,Chicopee Hydroelectric Station,Electric Utility,Hampden,42.159595,-72.58279,City of Chicopee - (MA),ISO New England Inc.,HYDRO,2.4,0,,0,0,0,0,0,0,0,0,0,0,0
3631,MA,Chicopee River Solar,IPP Non-CHP,Hampden,42.150278,-72.552222,Citizens Enterprises Corporation,ISO New England Inc.,SOLAR,2,2994,,0,0,0,0,0,0,2994,0,0,0,2994
3632,MA,Chicopee Solar,IPP Non-CHP,Hampden,42.185556,-72.5825,Citizens Enterprises Corporation,ISO New England Inc.,SOLAR,3,5050,,0,0,0,0,0,0,5050,0,0,0,5050
3633,MA,Chocksett Rd Energy Storage Project,Electric Utility,Worcester,42.451836,-71.737747,Sterling Municipal Light Department,ISO New England Inc.,OTHF,2,35,,0,0,0,0,0,0,0,0,0,35,0
3634,MA,Citizens Agawam Landfill Solar,IPP Non-CHP,Hampden,42.092988,-72.597211,Citizens Enterprises Corporation,ISO New England Inc.,SOLAR,1.8,2987,,0,0,0,0,0,0,2987,0,0,0,2987
3635,MA,"Clark Road Solar 1, LLC",IPP Non-CHP,Worcester,42.59613,-72.020244,"Clark Road Solar 1, LLC",ISO New England Inc.,SOLAR,8.3,4545,,0,0,0,0,0,0,4628,0,0,-83,4628
3636,MA,Cleary Flood,Electric Utility,Bristol,41.8653,-71.1061,City of Taunton,ISO New England Inc.,GAS,121,24496,16972.29,0,1059.128,23580.872,0,0,0,0,0,0,24496,0
3637,MA,Cobble Mountain,Electric Utility,Hampden,42.117112,-72.864663,City of Holyoke Gas and Electric Dept.,ISO New England Inc.,HYDRO,33,7263,,0,0,0,7263,0,0,0,0,0,0,7263
3638,MA,"Cohasse Solar, LLC CSG",IPP Non-CHP,Worcester,42.056,-72.045,"38 Degrees North, LLC",ISO New England Inc.,SOLAR,1,1632,,0,0,0,0,0,0,1632,0,0,0,1632
3639,MA,Collins Facility,IPP Non-CHP,Hampden,42.1569,-72.4227,"Dichotomy Power, LLC",ISO New England Inc.,HYDRO,1.2,4973,,0,0,0,4973,0,0,0,0,0,0,4973
3640,MA,Concord Solar Farm,IPP Non-CHP,Middlesex,42.444,-71.335,Kearsarge Solar LLC,ISO New England Inc.,SOLAR,1.5,2165,,0,0,0,0,0,0,2165,0,0,0,2165
3641,MA,CoreSite - Somerville,IPP Non-CHP,Middlesex,42.376613,-71.080516,Bloom Energy,ISO New England Inc.,GAS,3.6,33169,,0,0,33169,0,0,0,0,0,0,33169,0
3642,MA,Cosgrove Intake and Power Station,IPP Non-CHP,Worcester,42.40439,-71.687218,Massachusetts Water Res Auth,ISO New England Inc.,HYDRO,3.2,1541,,0,0,0,1541,0,0,0,0,0,0,1541
3643,MA,Cottage Street Solar Facility,Electric Utility,Hampden,42.145278,-72.538333,Western Massachusetts Electric Company,ISO New England Inc.,SOLAR,3.2,5129,,0,0,0,0,0,0,5129,0,0,0,5129
3644,MA,Cranberry Highway Solar LLC,IPP Non-CHP,Plymouth,41.787462,-70.745223,"Cranberry Highway Solar, LLC",ISO New England Inc.,SOLAR,4.2,3286,,0,0,0,0,0,0,3243,0,0,43,3243
3645,MA,Cranberry Solar,IPP Non-CHP,Plymouth,41.871955,-70.907792,"GWE Cranberry Solar RT, LLC",ISO New England Inc.,SOLAR,1,1761,,0,0,0,0,0,0,1761,0,0,0,1761
3646,MA,"Cronin Road Solar 1, LLC CSG Hybrid",IPP Non-CHP,Worcester,42.1763,-72.154,AES Distributed Energy,ISO New England Inc.,SOLAR,3,3453,,0,0,0,0,0,0,3423,0,0,30,3423
3647,MA,Curtis Hill Solar CSG,IPP Non-CHP,Worcester,42.175,-71.986,CCC Solar Holdings LLC,ISO New England Inc.,SOLAR,2,3649,,0,0,0,0,0,0,3649,0,0,0,3649
3648,MA,Cycz Solar Project CSG Hybrid,IPP Non-CHP,Worcester,42.218,-71.9761,AES Distributed Energy,ISO New England Inc.,SOLAR,3.3,3059,,0,0,0,0,0,0,3102,0,0,-43,3102
3649,MA,Dartmouth,IPP Non-CHP,Bristol,41.676111,-70.996944,"Mass Solar, LLC",ISO New England Inc.,SOLAR,6.3,4917,,0,0,0,0,0,0,4917,0,0,0,4917
3650,MA,Dartmouth Farms Solar,IPP Non-CHP,Bristol,41.6628,-71.00347,"Dartmouth Farms Solar, LLC",ISO New England Inc.,SOLAR,4.3,3725,,0,0,0,0,0,0,3725,0,0,0,3725
3651,MA,Dartmouth II Solar,IPP Non-CHP,Bristol,41.680556,-71.030833,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,2,1766,,0,0,0,0,0,0,1766,0,0,0,1766
3652,MA,Dartmouth Landfill,IPP Non-CHP,Bristol,41.581111,-70.998056,CleanCapital Holdings,ISO New England Inc.,SOLAR,1.1,1548,,0,0,0,0,0,0,1548,0,0,0,1548
3653,MA,Dartmouth Power,IPP Non-CHP,Bristol,41.6731,-70.9994,"Morris Energy Operations Company, LLC",ISO New England Inc.,GAS,97.4,60470,33015.79,0,2244.447,58225.553,0,0,0,0,0,0,60470,0
3654,MA,Dartmouth Solar,IPP Non-CHP,Bristol,41.715804,-70.974448,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,1.6,2169,,0,0,0,0,0,0,2169,0,0,0,2169
3655,MA,DDR Shoppers World,IPP Non-CHP,Middlesex,42.300745,-71.396228,"Altus Power America Management, LLC",ISO New England Inc.,SOLAR,1.3,1508,,0,0,0,0,0,0,1508,0,0,0,1508
3656,MA,Deerfield 2,IPP Non-CHP,Franklin,42.573084,-72.707274,"Great River Hydro, LLC",ISO New England Inc.,HYDRO,4.8,27908.001,,0,0,0,27908,0,0,0,0,0,0,27908
3657,MA,Deerfield 3,IPP Non-CHP,Franklin,42.5995,-72.7335,"Great River Hydro, LLC",ISO New England Inc.,HYDRO,4.8,24327.999,,0,0,0,24328,0,0,0,0,0,0,24328
3658,MA,Deerfield 4,IPP Non-CHP,Franklin,42.6198,-72.7376,"Great River Hydro, LLC",ISO New England Inc.,HYDRO,4.8,18753,,0,0,0,18753,0,0,0,0,0,0,18753
3659,MA,Deerfield 5,IPP Non-CHP,Berkshire,42.69118,-72.9561,"Great River Hydro, LLC",ISO New England Inc.,HYDRO,17.5,43454,,0,0,0,43454,0,0,0,0,0,0,43454
3660,MA,Deerfield CSG Solar,IPP Non-CHP,Franklin,42.56288,-72.589186,MN8 Energy LLC,ISO New England Inc.,SOLAR,4.5,6598,,0,0,0,0,0,0,6598,0,0,0,6598
3661,MA,Dennis Landfill,IPP Non-CHP,Barnstable,41.693056,-70.145,"Clean Focus Yield, LLC",ISO New England Inc.,SOLAR,5,7068,,0,0,0,0,0,0,7068,0,0,0,7068
3662,MA,Depot Hill Solar CSG,IPP Non-CHP,Worcester,42.153,-71.988,CCC Solar Holdings LLC,ISO New England Inc.,SOLAR,2,3696,,0,0,0,0,0,0,3696,0,0,0,3696
3663,MA,Devens,IPP Non-CHP,Middlesex,42.559173,-71.625875,"Altus Power America Management, LLC",ISO New England Inc.,SOLAR,3,4888,,0,0,0,0,0,0,4888,0,0,0,4888
3664,MA,DG Crystal Spring CSG,IPP Non-CHP,Plymouth,41.679836,-70.495276,DG Crystal Spring CSG,ISO New England Inc.,SOLAR,4.2,6926,,0,0,0,0,0,0,6926,0,0,0,6926
3665,MA,DG Dighton LLC CSG,IPP Non-CHP,Bristol,41.801491,-71.144835,"DG Dighton, LLC",ISO New England Inc.,SOLAR,3.1,5975,,0,0,0,0,0,0,5975,0,0,0,5975
3666,MA,DG Foxborough Elm CSG,IPP Non-CHP,Norfolk,42.056053,-71.141312,DG Foxborough Elm,ISO New England Inc.,SOLAR,2,3374,,0,0,0,0,0,0,3374,0,0,0,3374
3667,MA,DG Haverhill CSG,IPP Non-CHP,Essex,42.817023,-71.116786,DG Haverhill,ISO New England Inc.,SOLAR,3,5516,,0,0,0,0,0,0,5516,0,0,0,5516
3668,MA,DG Tufts Knoll LLC CSG,IPP Non-CHP,Worcester,42.24325,-71.672328,"DG Tufts Knoll, LLC",ISO New England Inc.,SOLAR,2,3000,,0,0,0,0,0,0,3000,0,0,0,3000
3669,MA,DG Tufts Science LLC CSG,IPP Non-CHP,Worcester,42.237583,-71.686069,"DG Tufts Science, LLC",ISO New England Inc.,SOLAR,1,1521,,0,0,0,0,0,0,1521,0,0,0,1521
3670,MA,DG Webster LLC CSG,IPP Non-CHP,Worcester,42.41389,-71.513556,"DG Webster, LLC",ISO New England Inc.,SOLAR,1.3,2263,,0,0,0,0,0,0,2263,0,0,0,2263
3671,MA,Dighton,IPP Non-CHP,Bristol,41.8312,-71.1239,"Dighton Power, LLC",ISO New England Inc.,GAS,200,253990,119386.516,0,0,253990,0,0,0,0,0,0,253990,0
3672,MA,Dorchester Solar Site,Electric Utility,Suffolk,42.300802,-71.047171,Massachusetts Electric Co,ISO New England Inc.,SOLAR,1,1109,,0,0,0,0,0,0,1109,0,0,0,1109
3673,MA,Doreen,IPP Non-CHP,Berkshire,42.4433,-73.2058,NAEA Energy Massachusetts LLC,ISO New England Inc.,OIL,21.1,0,,0,0,0,0,0,0,0,0,0,0,0
3674,MA,Douglas Solar,IPP Non-CHP,Worcester,42.06,-71.73,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,2,3477,,0,0,0,0,0,0,3477,0,0,0,3477
3675,MA,Dover,IPP Non-CHP,Norfolk,42.22737,-71.24891,BWC Buckmaster Pond LLC,ISO New England Inc.,SOLAR,1,1786,,0,0,0,0,0,0,1786,0,0,0,1786
3676,MA,Dresser Hill CSG,IPP Non-CHP,Worcester,42.081793,-72.006519,"Dresser Hill Solar, LLC",ISO New England Inc.,SOLAR,3.7,6261,,0,0,0,0,0,0,6261,0,0,0,6261
3677,MA,Dudley,IPP Non-CHP,Worcester,42.054345,-71.978849,AMP MA Dudley,ISO New England Inc.,SOLAR,3,8480,,0,0,0,0,0,0,8480,0,0,0,8480
3678,MA,"Dudley River 2 Solar, LLC CSG",IPP Non-CHP,Worcester,42.07239,-71.997064,"38 Degrees North, LLC",ISO New England Inc.,SOLAR,1,1763,,0,0,0,0,0,0,1763,0,0,0,1763
3679,MA,"Dudley River 3 Solar, LLC CSG",IPP Non-CHP,Worcester,42.071255,-71.998219,"38 Degrees North, LLC",ISO New England Inc.,SOLAR,1,1831,,0,0,0,0,0,0,1831,0,0,0,1831
3680,MA,"Dudley River Solar, LLC CSG",IPP Non-CHP,Worcester,42.070934,-71.999663,"38 Degrees North, LLC",ISO New England Inc.,SOLAR,1,1264,,0,0,0,0,0,0,1264,0,0,0,1264
3681,MA,Dudley Solar CSG,IPP Non-CHP,Worcester,42.0539,-71.9229,"Dudley Solar, LLC",ISO New England Inc.,SOLAR,1.9,2997,,0,0,0,0,0,0,2997,0,0,0,2997
3682,MA,"Dunstable Solar 1, LLC",IPP Non-CHP,Middlesex,42.6656,-71.5168,AES Distributed Energy,ISO New England Inc.,SOLAR,9,10498,,0,0,0,0,0,0,10602,0,0,-104,10602
3683,MA,Dwight,IPP Non-CHP,Hampden,42.149497,-72.610949,"Central Rivers Power MA, LLC",ISO New England Inc.,HYDRO,1.2,5252.001,,0,0,0,5252,0,0,0,0,0,0,5252
3684,MA,Dynamic - Walpole,IPP Non-CHP,Norfolk,42.133208,-71.271945,AES Distributed Energy,ISO New England Inc.,SOLAR,2,3030,,0,0,0,0,0,0,3030,0,0,0,3030
3685,MA,"East Acres Solar NG, LLC",IPP Non-CHP,Berkshire,42.487476,-73.242331,NuGen Capital Management,ISO New England Inc.,SOLAR,5.8,5545,,0,0,0,0,0,0,5545,0,0,0,5545
3686,MA,East Bridgewater Solar,IPP Non-CHP,Plymouth,42.059895,-70.981746,"Solten East Bridgewater 6000, LLC",ISO New England Inc.,SOLAR,2.3,3444,,0,0,0,0,0,0,3444,0,0,0,3444
3687,MA,East Brookfield Adams Road Solar LLC CSG,IPP Non-CHP,Worcester,42.196032,-72.03084,East Brookfield Adams Road Solar LLC,ISO New England Inc.,SOLAR,8.1,8361,,0,0,0,0,0,0,8392,0,0,-31,8392
3688,MA,East Brookfield Main Street Solar LLC CSG,IPP Non-CHP,Worcester,42.2323,-72.0294,AES Distributed Energy,ISO New England Inc.,SOLAR,1,1780,,0,0,0,0,0,0,1780,0,0,0,1780
3689,MA,East Longmeadow Solar PV,Electric Utility,Hampden,42.046767,-72.459123,NSTAR Electric Company,ISO New England Inc.,SOLAR,5,9011,,0,0,0,0,0,0,9011,0,0,0,9011
3690,MA,East Springfield Solar PV,Electric Utility,Hampden,42.14,-72.55,NSTAR Electric Company,ISO New England Inc.,SOLAR,1.4,2087,,0,0,0,0,0,0,2087,0,0,0,2087
3691,MA,Easthampton CSG,IPP Non-CHP,Hampshire,42.24781,-72.679837,"Easthampton Park Solar 1, LLC",ISO New England Inc.,SOLAR,2.5,3788,,0,0,0,0,0,0,3788,0,0,0,3788
3692,MA,Easthampton Landfill-City of Easthampton,IPP Non-CHP,Hampshire,42.286944,-72.701389,CleanCapital Holdings,ISO New England Inc.,SOLAR,1.9,2907,,0,0,0,0,0,0,2907,0,0,0,2907
3693,MA,Easton Landfill,IPP Non-CHP,Bristol,42.010278,-71.092222,CleanCapital Holdings,ISO New England Inc.,SOLAR,1.6,2494,,0,0,0,0,0,0,2494,0,0,0,2494
3694,MA,EBZ Solar,IPP Non-CHP,Middlesex,42.570556,-71.625,Citizens Enterprises Corporation,ISO New England Inc.,SOLAR,2.5,4002,,0,0,0,0,0,0,4002,0,0,0,4002
3695,MA,EDF Lancaster,IPP Non-CHP,Worcester,42.529167,-71.665278,CleanCapital Holdings,ISO New England Inc.,SOLAR,4.5,6680,,0,0,0,0,0,0,6680,0,0,0,6680
3696,MA,Electric Avenue Lunenburg Solar 1,IPP Non-CHP,Worcester,42.58617,-71.75287,"Electric Avenue Lunenburg Solar 1, LLC",ISO New England Inc.,SOLAR,2,1933,,0,0,0,0,0,0,1933,0,0,0,1933
3697,MA,Elm Street,IPP Non-CHP,Bristol,41.791718,-71.141817,"ISM Solar Dighton 3, LLC",ISO New England Inc.,SOLAR,2.8,7857,,0,0,0,0,0,0,7857,0,0,0,7857
3698,MA,"Emerald Marshfields, LLC",IPP Non-CHP,Plymouth,42.099331,-70.714586,"Emerald Marshfield, LLC",ISO New England Inc.,SOLAR,1.9,2482,,0,0,0,0,0,0,2481.93,0,0,0,2481.93
3699,MA,"ENGIE 2019 ProjectCo-MA1, LLC",IPP Non-CHP,Hampden,42.041614,-72.653224,"ENGIE 2019 ProjectCo MA-1, LLC",ISO New England Inc.,SOLAR,4.5,6527,,0,0,0,0,0,0,6527,0,0,0,6527
3700,MA,Equinix - Billerica,IPP Non-CHP,Middlesex,42.551001,-71.21496,Bloom Energy,ISO New England Inc.,GAS,1.9,16000,,0,0,16000,0,0,0,0,0,0,16000,0
3701,MA,Equity Industrial Turbines,IPP Non-CHP,Essex,42.625649,-70.656489,Equity Industrial Turbines,ISO New England Inc.,WIND,4,6572,,0,0,0,0,0,6572,0,0,0,0,6572
3702,MA,Erving CSG,IPP Non-CHP,Franklin,42.603717,-72.47116,"Erving Poplar Mountain Solar 1, LLC",ISO New England Inc.,SOLAR,1,1607,,0,0,0,0,0,0,1607,0,0,0,1607
3703,MA,Exelon West Medway II,IPP Non-CHP,Norfolk,42.137218,-71.4447,"Constellation Power, Inc",ISO New England Inc.,GAS,263.6,232202,133703.745,0,15728.211,216473.79,0,0,0,0,0,0,232202.001,0
3704,MA,Fairhaven C CSG,IPP Non-CHP,Bristol,41.66303,-70.86323,MN8 Energy LLC,ISO New England Inc.,SOLAR,1.6,2994,,0,0,0,0,0,0,2994,0,0,0,2994
3705,MA,Fairhaven E,IPP Non-CHP,Franklin,42.642,-72.896,"Fairhaven MA 1, LLC",ISO New England Inc.,SOLAR,2,3558,,0,0,0,0,0,0,3558,0,0,0,3558
3706,MA,Fairhaven MA 2,IPP Non-CHP,Bristol,41.666,-70.87831,Consolidated Edison Development Inc.,ISO New England Inc.,SOLAR,2.9,5151,,0,0,0,0,0,0,5151,0,0,0,5151
3707,MA,Fairhaven Wind,IPP Non-CHP,Bristol,41.639061,-70.873372,Fairhaven Wind LLC,ISO New England Inc.,WIND,3,3764,,0,0,0,0,0,3764,0,0,0,0,3764
3708,MA,Fairview Farms Solar,IPP Non-CHP,Franklin,42.459722,-72.610278,NuGen Capital Management,ISO New England Inc.,SOLAR,2,3057,,0,0,0,0,0,0,3057,0,0,0,3057
3709,MA,Fall River Solar CSG,IPP Non-CHP,Bristol,41.751347,-71.114536,MN8 Energy LLC,ISO New England Inc.,SOLAR,2,2725,,0,0,0,0,0,0,2725,0,0,0,2725
3710,MA,Falmouth Landfill Solar,IPP Non-CHP,Barnstable,41.610106,-70.598611,Citizens Enterprises Corporation,ISO New England Inc.,SOLAR,3,4792,,0,0,0,0,0,0,4792,0,0,0,4792
3711,MA,Farley Road Community Solar,IPP Non-CHP,Worcester,42.1,-72,"Farley Road Solar, LLC",ISO New England Inc.,SOLAR,1.9,1646,,0,0,0,0,0,0,1646,0,0,0,1646
3712,MA,Faunce Corner Community Solar,IPP Non-CHP,Bristol,41.672831,-70.989503,"Faunce Corner Road Dartmouth Solar 1, LLC",ISO New England Inc.,SOLAR,2,0,,0,0,0,0,0,0,0,0,0,0,0
3713,MA,"Federal Road Solar 1, LLC CSG",IPP Non-CHP,Plymouth,41.806894,-70.725717,"Federal Road Solar 1, LLC",ISO New England Inc.,SOLAR,4.4,7602,,0,0,0,0,0,0,7602,0,0,0,7602
3714,MA,Fife Brook,IPP Non-CHP,Berkshire,42.685681,-72.977634,Bear Swamp Power Company LLC,ISO New England Inc.,HYDRO,11.2,24799,,0,0,0,24799,0,0,0,0,0,0,24799
3715,MA,Fisher Road Solar,IPP Non-CHP,Bristol,41.593314,-71.018053,"Fisher Road Solar I, LLC",ISO New England Inc.,SOLAR,4.6,8089,,0,0,0,0,0,0,8089,0,0,0,8089
